None,High_School,Associates,Bachelors,Graduate,Europe,Asia,Africa,Oceania,Americas,Never_Married,Married,Divorced,Separated,Widowed,Female,Male,Black,American_Indian_Alaskan_Native,Asian,Native_Hawaiian_Pacific_Islander,Hispanic_Latino,White,Other,Two_or_More,Median_Income,Unemployment,Population,Nursery_Pre-School,Kindergarten,1st_4th,5th_8th,9th_12th,Violent_Crime
1283,1307,1097,572,213,,120,15,0,0,1191,2958,741,89,455,3538,3922,300,74,95,13,3504,3443,292,7,30074,85,7460,44,179,391,617,286,52
191,224,181,65,37,,0,0,0,0,212,481,64,24,63,580,459,18,0,5,5,699,312,3,5,25833,37,1039,11,27,56,72,73,3
14201,20495,22695,9579,3914,,1578,743,50,0,29656,41528,10560,2405,5291,59367,59215,6457,539,1974,82,66583,41883,10661,4303,31947,4012,118582,1851,2477,7311,7479,7329,1049
150,413,289,101,32,,1,0,0,0,268,709,114,38,93,977,763,170,0,1,0,451,996,100,147,24271,70,1740,15,28,79,169,169,7
3440,1833,1795,997,522,,3,1,0,0,3991,4131,1208,858,710,6972,7443,13,24,3,0,14190,197,622,125,14459,745,14415,267,260,1071,942,1176,59
1328,4128,3707,1313,352,,282,9,0,0,3263,6788,1554,134,972,7923,7837,584,0,445,16,4004,10436,254,359,29756,570,15760,145,254,895,783,938,71
187,410,356,83,25,,0,0,0,0,234,626,211,25,125,804,666,116,7,0,0,276,1044,19,37,22263,12,1470,29,17,46,65,62,0
1503,1723,1796,318,326,,38,0,0,0,2751,2627,954,98,585,4352,4366,2587,0,38,0,3319,2812,227,98,19493,341,8718,71,88,366,457,407,31
3886,6808,5377,2139,953,,151,21,79,0,6573,11288,3356,771,1668,14613,15265,1101,195,243,136,8615,19397,480,311,26159,641,29878,215,323,1634,1282,1496,77
746,1624,487,186,61,,0,0,0,0,1811,1509,378,194,221,2517,2682,1469,264,36,0,2870,805,1129,55,19279,225,5199,80,108,283,205,485,24
2155,3045,2320,754,285,,80,0,13,0,3320,5508,987,458,649,7409,7529,194,92,98,16,11535,3022,801,413,27456,410,14938,474,252,995,1066,1214,97
285,444,459,84,59,,3,0,0,0,497,594,250,52,226,1097,1021,213,0,0,0,346,1559,187,36,17716,36,2118,26,14,134,154,124,6
44,326,442,981,1074,,160,0,0,0,391,2530,123,0,79,1966,1921,348,24,135,14,592,2613,98,185,63049,96,3887,56,125,213,123,227,3
1783,3613,2824,917,241,,138,85,0,0,3958,4845,1472,634,884,7538,7503,622,65,191,13,4397,9630,500,272,21170,689,15041,317,175,977,788,1036,52
383,1607,1621,448,145,,0,0,0,0,883,3139,405,60,349,3097,3253,0,48,0,0,404,5825,28,166,25949,0,6350,88,153,352,323,216,9
91,216,328,94,124,,17,126,0,0,5458,342,78,36,97,3639,2698,5788,3,47,24,308,105,47,136,6169,404,6337,39,32,84,100,55,6
488,653,566,382,141,,0,0,0,0,614,1350,295,112,245,1648,1490,16,9,0,0,730,2342,26,41,28795,71,3138,18,38,173,114,182,4
552,494,512,117,79,,6,0,0,0,576,1013,234,71,178,1478,1129,0,0,0,0,2384,223,24,3,18855,59,2607,6,42,146,240,156,4
392,1424,1097,509,108,,84,55,0,0,1180,1745,603,137,379,2253,2441,1078,31,84,17,212,3033,44,239,20189,206,4694,142,44,155,206,237,39
291,1000,1408,1015,645,,283,14,0,0,1609,2306,641,51,492,3125,2677,456,97,321,0,1580,3383,77,94,27490,251,5802,142,89,216,35,275,11
344,272,988,827,753,,57,18,0,0,776,1980,396,59,299,2385,2037,45,0,59,0,1931,2374,92,14,50075,75,4422,124,48,266,235,257,15
359,833,762,183,79,,0,75,0,0,956,666,591,178,106,1585,1600,312,16,0,0,2180,695,505,30,26186,8,3185,41,92,223,158,71,25
6731,9710,7574,2149,880,,2949,633,82,0,11718,15301,3936,1019,1445,22455,21820,2429,65,4283,136,20545,16293,5445,965,25583,1231,44275,689,547,2914,3330,2553,140
915,1464,2454,663,157,,182,0,0,0,2408,2848,999,156,449,4936,3689,1242,71,267,0,4464,2611,684,224,25375,133,8625,183,92,381,534,523,29
13,31,79,148,206,,14,0,0,0,156,361,32,0,27,320,359,4,0,26,0,111,525,7,35,65000,10,679,22,6,22,21,59,0
483,231,77,4,9,,5,0,0,0,329,484,106,9,52,545,737,95,18,5,0,1129,53,963,0,22750,10,1282,48,13,32,120,102,4
720,782,587,376,45,,0,0,0,0,1141,1806,219,82,145,2705,2037,44,48,0,0,4362,336,268,33,21406,149,4742,167,26,306,228,390,3
424,891,616,155,89,,0,0,0,0,597,1053,454,25,244,1332,1389,74,55,0,0,338,2115,74,195,19798,141,2721,48,55,70,87,88,5
2298,4226,5049,2816,1793,,670,86,0,0,14672,8660,2297,722,1460,17897,15713,9302,119,1011,7,6214,16788,332,592,16250,1807,33610,622,400,1294,1430,1204,102
725,1622,2184,1176,248,,249,25,0,0,1948,4324,722,236,321,5162,4603,1132,40,193,0,2491,5835,156,268,33601,233,9765,171,156,597,736,918,19
205,321,332,124,24,,3,4,0,0,472,490,239,37,116,1047,700,480,0,0,0,30,1224,0,13,19747,44,1747,12,14,117,124,197,0
909,1950,1680,539,419,,48,0,0,0,1483,4245,548,138,390,4489,4614,910,95,48,0,2335,5700,1141,53,36679,339,9103,394,301,409,397,288,33
725,610,404,188,53,,3,0,0,0,850,990,324,106,166,1768,1348,135,0,3,0,1320,1566,403,170,19319,51,3116,65,25,183,194,334,8
796,2257,5895,11289,8295,,7161,564,0,0,7255,21797,2582,270,1002,21151,20361,1996,91,9831,8,5177,23299,407,1228,60044,598,41512,827,506,2308,2797,3238,30
200327,184050,192110,173416,101941,,38478,22736,65,77,423144,417027,110661,34580,47058,665197,653609,319834,3880,44521,613,550394,382778,92386,32924,29005,35894,1318806,23136,20182,78406,70562,63009,10422
667,747,1085,406,81,,31,0,0,0,940,1714,519,145,203,2799,1922,0,0,57,0,2927,1737,421,22,22304,64,4721,153,79,277,281,424,7
250,211,205,57,6,,0,0,0,0,369,432,32,19,132,611,587,7,0,0,0,1102,68,80,21,22760,13,1198,0,0,43,64,111,5
1375,1487,1661,732,226,,95,32,0,0,1659,3681,532,129,291,4397,4148,83,75,184,0,3397,4553,220,417,29782,154,8545,95,110,655,564,438,23
69,357,561,436,135,,23,0,0,0,348,1050,214,20,110,1043,993,29,6,18,0,312,1615,5,56,38750,51,2036,4,23,111,90,148,5
710,1505,1753,708,299,,216,26,0,0,1876,2786,796,122,156,4525,4070,2206,0,340,0,4423,1227,2236,749,36163,286,8595,297,213,800,712,474,41
5464,14703,24680,21344,9426,,5663,1350,8,0,30033,47078,11152,1621,3220,60643,59514,12204,260,8103,21,37080,59550,3966,5394,36454,3606,120157,2093,1499,8128,8099,7972,154
236,637,400,115,70,,20,0,0,0,459,799,252,42,207,1163,925,467,0,20,0,87,1513,42,1,20000,157,2088,49,11,76,52,192,3
797,1737,1576,803,277,,22,0,0,0,1626,3397,753,130,382,4452,3571,506,0,22,0,1487,5850,114,240,28794,165,8023,109,110,416,519,403,27
1073,1255,1189,411,244,,83,0,0,0,1942,2258,494,207,252,3105,3301,283,7,25,0,2716,3381,79,111,25306,112,6406,63,7,373,477,503,22
114,478,303,144,65,,0,5,7,0,333,708,170,26,46,916,815,107,0,5,30,133,1438,111,27,32104,19,1731,15,15,136,160,82,0
12142,19070,24245,24787,10363,,14245,1689,22,0,34143,56608,10681,2359,4427,68391,65047,13304,529,19190,204,44077,54256,3584,3155,36508,2846,133438,1842,1590,6348,7169,8244,191
31,261,251,78,18,,0,0,0,0,135,463,111,21,44,541,532,48,0,0,0,135,888,17,13,31750,7,1073,22,14,58,71,73,0
225,351,284,49,36,,0,0,0,0,197,493,162,84,129,725,648,181,0,0,0,487,697,122,22,22500,20,1373,48,17,85,106,66,1
4390,13892,15340,11398,4622,,970,25,0,0,15829,31105,6872,1277,3335,38189,36398,1502,222,1058,15,25324,45360,2468,1694,32496,1339,74587,949,1080,4193,4274,3408,241
1568,6377,8398,5689,3621,,987,48,0,0,7960,16910,3668,494,1683,19995,18996,4959,98,1449,192,12266,19050,4307,2021,40654,765,38991,632,618,2040,2715,2460,95
1308,1568,1362,448,246,,124,48,0,0,2575,2429,814,210,455,4208,4125,1526,60,98,3,3336,3222,397,186,20923,395,8333,191,206,394,513,555,20
150,288,267,89,3,,29,0,0,0,413,355,123,25,92,691,558,567,0,0,0,185,337,11,149,18404,76,1249,4,0,41,120,114,6
383,474,462,52,9,,0,0,0,0,681,705,244,50,92,1229,1169,272,40,0,0,1468,642,172,154,19797,43,2398,80,35,213,154,113,4
995,2033,1679,695,317,,98,0,0,0,1598,3698,696,91,753,4511,4235,220,48,85,0,1701,6725,216,0,23103,157,8746,220,133,470,648,471,20
21502,16563,22425,18255,8137,,2730,48,0,0,35059,52466,10600,3703,5631,72081,69516,1527,365,3650,146,120819,15255,23465,1464,21659,4693,141597,2524,2460,9658,9291,9146,122
2229,4153,4025,1905,562,,171,8,1,0,4628,6911,2161,276,1115,10328,9082,2520,0,226,0,5371,10898,594,514,31103,282,19410,189,562,1214,1160,1079,32
2326,6876,9752,7727,2981,,2781,1676,0,0,9740,20939,3271,930,1272,25023,24225,6095,174,3546,0,10053,27647,1782,1879,42244,1158,49248,1220,845,3412,3666,3612,52
2590,7616,9574,2970,1300,,257,151,0,29,7808,15339,3545,526,1255,17902,17484,1985,218,473,0,12040,20045,2207,1513,33854,1079,35386,534,710,1804,1625,1970,65
86051,98730,132807,69137,34801,,7716,1490,138,0,182693,238324,58010,18067,31095,347556,332798,25835,3651,9329,1066,550710,89502,72677,18096,22545,20673,680354,9661,9762,40338,41595,42263,2554
404,665,640,314,71,,9,24,0,0,557,1067,514,28,203,1662,1401,352,8,13,0,1090,1564,13,71,29146,83,3063,35,35,185,261,154,4
1407,2696,4323,1773,535,,9,0,0,0,4394,7655,1120,322,298,9651,9828,168,232,9,0,17958,1358,1377,371,27913,647,19479,576,419,1730,1502,1315,12
622,1403,1085,299,95,,0,0,0,0,896,1908,679,80,243,2631,2288,75,0,0,0,1446,3375,455,46,28038,154,4919,52,85,399,186,131,15
1354,1267,2156,1490,749,,442,60,0,0,4096,2725,1479,304,483,5532,5633,2021,0,524,0,3920,4502,459,403,27023,540,11165,247,75,540,289,583,47
862,689,793,195,13,,61,0,0,0,1406,1064,345,156,69,1894,2291,1180,0,9,0,2101,832,86,73,20282,16,4185,60,107,282,240,188,9
2472,3375,3931,1221,376,,28,19,0,0,3500,7101,1580,393,1091,8955,8838,554,251,16,13,5699,11117,1222,453,25548,498,17793,380,316,1231,1028,793,103
226,337,862,600,362,,172,26,0,0,261,1528,365,39,349,1516,1301,65,0,180,0,136,2392,14,41,45009,39,2817,8,0,71,20,153,9
770,1718,1348,394,190,,17,0,0,0,1114,2883,710,28,418,3147,2910,63,0,0,0,364,5554,119,92,23364,84,6057,70,58,175,348,490,11
283,726,1042,880,447,,883,110,0,0,1011,2198,509,0,272,2503,2174,294,0,1264,0,765,2216,211,134,33428,40,4677,54,62,164,196,213,12
225,478,341,136,59,,32,0,0,0,407,574,148,47,211,996,704,367,38,38,0,129,1053,14,89,19809,44,1700,15,33,84,100,90,3
104,892,938,749,436,,25,0,0,0,613,2050,613,136,284,2252,1808,36,69,66,0,324,3508,0,57,26518,102,4060,15,0,40,132,206,15
15606,10793,9986,4837,1596,,245,0,25,0,18494,27403,4306,1893,2996,41528,36307,56,118,298,25,73223,4163,4418,634,19182,1677,77835,1801,1504,5673,5846,6150,238
3739,7230,8151,6538,3149,,1496,70,0,0,35470,12955,3895,805,1438,31700,30051,3712,90,1505,25,25089,30126,2539,2048,17613,2978,61751,548,359,2053,1757,1980,263
380,1122,585,324,124,,3,0,0,0,845,1355,414,17,292,1838,1774,513,8,3,0,1121,1975,601,0,27805,0,3612,0,10,127,217,127,9
8969,12566,9259,3001,1137,,2929,107,16,0,15876,17530,4572,1301,2964,28491,26758,21101,347,3740,16,18259,11237,1431,964,23238,1877,55249,640,1007,3743,3076,2866,390
1325,3786,6580,2128,1574,,568,56,9,63,6282,9283,2575,487,685,13786,12460,6102,130,709,27,10767,7214,2590,1792,31334,566,26246,301,487,2150,1765,2040,172
20065,33049,43734,19846,9643,,6630,2165,20,9,44500,75546,19460,4214,9385,101491,97282,13113,931,8024,166,64209,108965,5415,7088,28553,3690,198773,3844,3340,12300,11311,10762,1622
122,625,902,1196,397,,0,0,0,0,264,2369,439,12,299,1965,1622,0,0,0,0,308,3209,156,70,39604,33,3587,43,0,34,43,85,10
424,1035,836,217,110,,0,0,0,0,587,1568,410,124,271,2218,1826,148,0,0,0,822,3036,75,153,30269,62,4044,72,20,287,251,171,6
2010,8254,10882,5044,2412,,318,42,0,0,7719,19756,3935,827,1564,23511,21118,1829,145,642,79,5203,35513,373,1466,39898,832,44629,563,791,2809,2848,2098,133
2560,6975,11569,5563,3437,,1273,489,0,0,12981,17240,4543,698,1610,25666,23038,26261,35,1443,64,11049,8461,1297,2041,34895,1630,48704,1041,903,2820,3798,3329,85
146,233,265,86,21,,0,0,0,0,168,485,127,2,63,538,543,112,0,0,17,200,745,11,7,23365,24,1081,6,16,49,96,49,4
3434,1685,843,594,148,,0,0,0,0,2635,4032,554,450,814,6412,4951,0,0,0,0,11346,17,376,26,12205,412,11363,212,177,599,847,655,25
240,1112,1374,590,250,,0,0,0,0,1132,2117,531,99,215,2945,2490,1298,97,0,0,470,3510,27,115,27852,112,5435,84,153,377,240,92,9
2679,1651,1459,366,94,,0,0,0,0,3061,3819,584,259,395,5431,5644,992,116,0,0,8848,1206,1339,70,22467,264,11075,139,187,902,949,703,29
1436,3344,3258,2723,1574,,416,429,0,0,3291,8722,1095,357,713,9057,9037,1877,46,586,0,5257,10065,928,629,35216,383,18094,210,333,1024,776,901,49
204,638,2028,3245,1675,,347,22,0,0,1682,6014,871,77,247,5975,5815,309,0,518,0,849,9933,207,236,63481,156,11790,368,329,861,793,738,2
0,7,43,199,146,,13,0,0,0,49,336,11,0,37,265,268,2,0,19,0,2,502,0,8,82188,5,533,9,6,27,48,35,1
372,685,542,145,86,,10,0,0,0,664,822,303,57,263,1417,1188,437,40,10,0,498,1650,211,152,20844,74,2605,146,34,146,80,64,14
200,589,757,291,97,,0,0,0,0,521,1308,257,30,96,1428,1422,18,11,5,0,99,2681,8,44,24783,32,2850,34,0,207,116,132,7
964,1352,1673,460,76,,79,0,0,0,1881,2632,422,230,335,3566,3763,12,12,141,0,6379,809,260,0,21172,305,7329,143,112,588,436,419,31
1354,1952,1636,383,160,,59,0,0,20,1618,3199,892,208,487,3965,4148,325,66,59,0,3648,3991,139,507,20424,257,8113,85,135,428,485,335,48
770,2896,4086,1814,923,,512,0,0,0,4103,5414,1723,294,802,7986,7609,1881,36,759,0,4976,7239,506,1184,35266,427,15595,219,325,813,657,507,42
400,1135,3301,2474,1067,,86,57,0,0,5578,5098,1197,256,614,7973,7209,438,28,60,10,2729,11686,390,602,24343,355,15182,77,190,786,512,936,14
1143,3416,5331,2398,1487,,413,35,0,0,5020,7656,2537,346,728,10583,9682,2354,7,527,77,6758,9919,1619,1010,31318,504,20265,273,228,1176,1011,1101,63
80,211,572,1492,1052,,59,0,0,0,823,2528,305,35,154,2591,2739,51,0,75,0,940,4193,0,71,72718,29,5330,122,43,405,526,468,4
2506,7743,14809,11640,5643,,2118,1001,10,0,13839,31221,4495,675,1602,35073,32419,12071,246,2937,45,12002,38495,2838,2891,43023,1281,67492,1224,716,4350,5114,5330,73
4980,4412,3337,1049,545,,7,0,0,0,7084,7075,2289,618,1243,13015,11451,35,35,16,13,22815,1523,1592,374,15533,606,24466,568,370,1480,1451,1631,65
6,22,111,477,433,,31,13,0,0,189,857,63,0,53,763,806,0,0,27,0,111,1367,4,80,83906,18,1569,34,34,145,91,113,0
443,488,229,79,37,,0,0,0,0,443,729,175,36,150,1035,970,14,9,0,0,1553,417,61,22,20987,13,2005,32,24,106,97,117,6
414,959,859,325,74,,21,0,0,0,1047,1526,399,51,311,2288,2022,1240,25,24,0,800,2187,239,9,20287,128,4310,56,46,220,202,294,10
703,739,726,191,171,,36,0,0,0,867,1471,623,25,174,2180,2071,54,11,77,0,3087,1009,225,189,27481,14,4251,0,122,338,270,244,13
3093,3653,3300,1228,421,,66,0,0,0,4551,7278,1572,197,903,9811,9385,2878,399,66,0,8381,7519,1020,799,29740,314,19196,366,214,1403,1086,1152,44
6999,5370,5646,2904,1270,,213,15,27,0,8336,14013,2394,663,1920,17619,18302,538,171,261,11,30778,4282,1163,255,20687,924,35921,448,389,2355,2479,2289,22
1728,2554,2069,767,219,,64,0,0,0,2554,3914,1387,126,757,5557,5128,1215,155,81,0,3529,5628,1107,230,23786,236,10685,108,147,470,660,603,46
88,927,1818,3134,1654,,72,9,0,0,2213,5610,572,94,413,5557,5300,201,35,117,0,1675,8437,221,547,51397,101,10857,175,91,786,536,738,4
722,1265,1245,396,93,,55,90,0,0,1375,2162,484,170,275,3055,2729,859,0,55,8,2248,2554,219,145,23663,114,5784,106,41,378,388,401,14
1197,796,488,108,40,,0,0,0,0,1212,1488,241,121,120,2074,2194,31,12,0,0,3954,270,541,50,21900,128,4268,98,31,266,385,181,18
2628,9898,15101,9688,4743,,3405,2195,8,19,12616,30517,4210,576,1958,31701,30426,10467,245,4808,0,11614,34186,947,1919,41396,2244,62127,697,666,3450,3481,4133,114
858,794,450,222,64,,0,31,0,0,899,1692,124,61,171,1810,2126,54,52,0,24,3363,472,699,271,26885,17,3936,48,61,315,301,316,5
5375,3639,3564,669,252,,235,299,0,0,6640,8262,1687,511,714,12551,12761,5820,27,269,0,14189,4951,1120,213,24111,642,25312,570,368,2215,2016,1717,179
210,639,802,348,190,,25,0,0,0,418,1401,325,29,269,1554,1405,409,0,37,0,63,2410,0,40,29625,112,2959,12,58,131,120,167,1
579,996,748,323,49,,0,0,0,0,660,1480,513,63,370,1853,1816,270,5,0,0,1256,2070,193,97,19113,48,3669,9,86,159,150,248,14
1563,1881,1357,352,149,,33,0,9,0,1991,3373,527,254,372,3980,4434,211,46,33,17,6259,1773,773,127,26017,193,8414,113,198,591,406,503,65
7498,12752,13436,6130,2789,,918,74,0,0,16720,24237,6585,1312,3523,34815,32124,4670,214,1028,38,35253,24991,2066,1733,25245,1844,66939,910,937,4087,3849,3776,280
232,417,612,294,85,,0,0,0,0,516,1044,217,52,197,1305,1344,23,0,0,0,300,2244,28,104,26377,46,2649,29,30,204,180,101,5
450,1625,1800,1180,638,,151,6,0,0,2004,3860,766,233,409,4199,4537,906,63,171,0,1848,5784,220,95,32554,176,8736,39,15,200,608,709,94
602,608,432,101,109,,9,0,0,0,733,1147,229,49,134,1501,1530,19,0,21,0,2634,376,75,49,23885,61,3031,50,35,169,237,128,4
307,701,753,404,345,,0,0,0,0,618,1577,347,9,160,1594,1577,13,0,31,0,1468,1649,27,41,26883,52,3171,53,74,99,44,108,6
1452,1903,1301,372,67,,3,0,0,0,2485,2479,801,155,537,4018,3980,1456,0,3,0,2610,3833,1004,96,21317,272,7998,103,147,426,479,622,38
140,393,366,124,34,,0,0,0,0,304,675,164,23,95,800,853,4,18,0,6,109,1488,5,33,33859,40,1653,31,33,126,84,61,2
2060,5349,5856,2031,1172,,251,0,0,0,4534,8981,3264,551,1797,12413,11407,1999,451,305,0,2457,17796,281,867,25319,926,23820,284,336,1230,1271,1063,92
236,758,686,177,64,,101,0,0,0,643,1167,345,60,96,1439,1506,6,20,101,0,308,2466,26,72,25928,127,2945,48,37,183,151,107,5
277,554,925,719,295,,23,0,0,0,939,1904,447,32,73,2192,2390,81,0,20,0,1272,3112,449,134,35973,224,4582,239,146,247,185,343,0
1025,2036,2163,1195,763,,429,153,0,0,2233,4970,693,78,391,6633,5638,1287,37,878,0,2229,7602,57,238,40129,53,12271,175,276,834,1108,607,16
254,1206,656,349,35,,37,0,0,0,526,1500,389,108,333,1614,1855,330,6,37,0,135,2894,0,67,29138,44,3469,0,0,193,222,241,16
229,729,731,194,45,,0,0,0,0,474,1230,219,83,259,1452,1392,119,0,0,0,357,2329,72,46,20349,37,2844,43,29,169,173,133,7
605,3345,4252,2175,955,,473,0,0,0,4146,7223,1473,175,1150,8976,8395,591,0,431,0,2445,13688,162,225,33957,293,17371,325,196,748,941,1452,47
10107,13837,23168,11984,6377,,1811,251,134,0,29181,35796,10654,1545,5666,54329,49392,25405,342,2673,249,22516,51231,2764,1971,25274,3106,103721,1525,1548,5347,5387,5089,412
1924,7189,14479,15767,7056,,5074,407,31,0,15392,30661,5809,778,1970,36542,35873,2057,298,7052,29,13640,47067,1857,3132,46343,1213,72415,1364,1307,5230,5363,4903,97
5,41,97,138,98,,53,2,0,0,87,287,26,1,19,274,273,2,0,83,0,130,318,7,18,56250,7,547,16,8,36,37,33,6
600,727,745,340,197,,42,2,0,0,1442,1129,348,307,210,2524,2120,49,64,0,0,4336,269,292,169,14459,246,4644,112,91,281,365,243,12
333,1163,2277,1295,392,,316,0,0,0,2059,3686,661,39,245,4836,4307,1893,179,446,0,3358,3510,825,125,44716,132,9143,145,95,572,876,868,13
1059,1263,1051,597,166,,0,0,0,0,1359,2418,524,242,418,3721,2720,413,0,0,0,2647,3281,896,184,26785,82,6441,30,135,353,362,367,14
1232,4158,6396,4292,1811,,859,108,0,0,5656,12278,2055,217,1224,13890,13487,1327,51,1073,0,7951,16698,802,1052,40335,693,27377,510,316,1794,1512,1579,50
858,957,1511,599,351,,45,44,0,0,1416,1769,1046,63,804,2904,3478,480,0,90,0,2509,3303,257,20,23201,236,6382,0,0,112,585,195,9
143,440,158,31,17,,7,0,0,0,325,470,80,40,58,715,558,10,28,7,35,306,900,195,35,23267,28,1273,14,26,90,80,94,3
2350,2212,2619,797,482,,857,10,0,0,3169,5542,1154,180,598,7137,7460,379,172,1245,0,7505,5335,1702,538,31232,429,14597,104,348,1267,1108,858,22
1032,4779,7829,8439,4084,,1749,118,0,0,6585,19191,2677,443,1790,20287,19032,1013,129,2542,0,6148,28583,365,1114,46388,913,39319,776,467,2323,3019,2778,34
1510,1056,564,203,188,,0,0,0,0,1358,2010,314,323,381,2877,2863,0,0,0,0,5547,193,42,0,15917,218,5740,165,79,340,428,365,48
244,650,1003,304,144,,5,0,0,0,831,1605,255,44,61,1776,2075,60,49,17,0,1661,2023,298,64,34879,81,3851,89,180,295,223,149,4
316,572,371,170,98,,0,0,0,0,460,937,327,29,181,1302,1134,1,36,0,5,894,1479,264,99,17083,58,2436,34,22,109,127,175,5
2951,3580,3847,2256,1001,,614,98,0,0,9626,7384,1530,616,1310,12445,13337,996,49,645,0,19210,4542,1128,715,19293,1135,25782,476,299,1333,1469,1277,81
2188,1404,895,603,21,,28,0,0,0,2201,3312,476,228,399,4681,4516,0,71,28,0,9086,83,3118,24,16404,277,9197,131,210,664,781,764,4
2731,5553,12129,13896,13982,,8766,953,0,0,57575,30129,4762,737,1993,54111,56671,8516,312,11597,7,17237,71472,2004,2586,19524,2320,110782,1649,1026,3875,3566,3812,237
3675,2388,1844,601,259,,0,0,0,0,4292,5436,948,364,579,8776,7790,32,56,0,0,15967,569,491,85,15957,1069,16566,230,289,1543,1488,1051,57
3155,1429,1379,1342,201,,0,0,0,0,3633,4978,654,488,407,6331,7429,1,0,0,0,13706,53,5206,24,15852,451,13760,218,350,978,1205,931,44
13351,10528,11280,8574,3127,,1086,0,0,0,18439,31080,5233,2186,2909,43110,40599,33,44,1546,1,75082,7027,6425,562,21703,2613,83709,1608,1473,6360,6794,6150,94
313,201,452,482,303,,44,41,0,0,658,1243,109,10,160,1315,1383,94,3,126,0,2253,311,237,34,36595,93,2698,43,63,130,154,169,6
1381,553,358,112,36,,0,0,0,0,921,1549,194,196,162,2454,1687,0,0,0,0,4058,83,109,0,15056,125,4141,53,59,224,333,246,29
804,1146,698,182,149,,0,12,0,0,1345,1563,423,98,228,1797,2586,411,0,0,0,1133,2784,63,62,22117,58,4383,17,61,155,295,226,7
278,908,552,118,20,,4,0,0,0,400,1088,530,42,73,1244,1470,135,2,4,0,183,2348,13,42,18693,98,2714,5,24,230,130,88,8
3488,6517,8708,5354,2155,,767,449,31,0,8719,15846,4124,427,1409,19825,19161,3013,384,704,0,9635,24373,2062,1058,29966,1012,38986,496,528,2490,1771,2171,95
2398,2331,2169,589,332,,6,420,0,0,3668,3960,1118,345,584,6940,5973,5611,9,6,0,6202,968,2797,169,21803,366,12913,336,300,988,694,824,54
819,1538,1404,967,512,,352,0,0,0,1688,3774,590,42,306,4148,3850,447,7,536,14,1744,5087,378,232,35092,212,7998,81,81,285,382,784,10
660,2501,3540,1431,720,,314,0,0,0,2368,6155,1170,144,559,6431,6422,376,0,495,42,1690,9783,177,467,36170,377,12853,168,174,616,887,663,56
1416,558,348,185,6,,0,0,0,0,978,1642,210,162,220,2415,2376,11,9,0,0,4704,87,129,7,14152,154,4791,151,119,466,435,281,0
399,1047,1149,268,84,,53,0,0,0,921,1636,623,134,218,2578,2286,656,0,53,0,975,3189,11,19,20663,152,4864,60,164,435,234,277,13
264,968,538,348,79,,8,0,0,0,797,1483,297,25,149,1836,1965,48,0,8,0,261,3306,45,178,25778,56,3801,51,112,241,400,256,1
219,524,216,110,34,,0,0,0,0,419,626,185,6,54,740,816,120,0,0,0,738,695,65,9,30439,21,1556,32,19,63,77,142,3
57,255,566,865,385,,72,10,0,0,602,1805,103,0,45,1552,1513,82,3,54,0,219,2637,37,77,53933,62,3065,31,41,171,180,272,2
1262,1502,1030,341,325,,0,0,0,0,2145,2641,445,201,328,3951,3481,1615,0,0,0,2567,3160,205,225,23605,200,7432,135,160,551,253,711,34
1219,1424,977,402,155,,18,0,0,0,1935,1692,693,249,549,3341,3193,2935,11,18,0,1078,2249,334,337,14940,83,6534,17,173,385,245,247,33
10470,23745,24401,11328,5704,,2153,1386,0,0,36115,42439,12092,3128,5579,59803,63873,12820,1225,2949,44,33033,72134,14023,4057,24526,2539,123676,2035,1817,5934,5758,6038,591
158,113,26,38,0,,0,0,0,0,219,169,17,4,35,343,269,0,0,0,0,546,66,5,0,13704,44,612,7,8,55,44,62,2
1136,717,502,93,75,,0,0,0,0,1096,996,491,97,348,2227,1882,0,0,0,0,3898,211,412,18,15816,159,4109,49,85,417,324,269,13
341,313,205,73,17,,0,0,0,0,304,543,121,11,146,814,841,0,0,0,0,1130,521,24,4,18400,64,1655,56,26,85,211,95,0
1722,2326,2888,478,221,,89,19,0,0,3004,4455,1255,367,678,6592,6452,264,137,79,0,9014,3476,395,278,18068,524,13044,293,404,872,803,697,40
2537,5172,4416,1797,813,,207,64,0,0,5956,8375,2089,417,1434,12097,11218,8794,32,371,0,4387,9367,758,475,23629,596,23315,437,136,1345,1451,1330,136
557,640,571,341,98,,0,0,0,0,492,1563,380,55,108,1534,1796,1,12,0,0,2062,1260,1070,7,33398,114,3330,40,42,172,166,172,7
1671,2005,1937,845,494,,34,56,0,0,2556,4462,796,241,617,5622,5834,436,17,49,0,5175,5707,617,148,27876,262,11456,301,166,721,866,618,34
1049,1154,994,287,82,,31,0,0,0,1199,1746,685,208,289,2182,3126,1038,5,23,0,2342,1863,775,89,17295,263,5308,154,85,387,196,339,8
250,1355,3093,4400,2022,,622,124,0,0,3061,8896,731,75,509,8130,8212,593,61,783,0,1410,13219,271,342,57101,373,16342,172,252,799,1111,1067,8
409,1371,2065,986,300,,58,81,0,0,1446,3314,917,117,228,3829,4003,303,58,112,0,1957,5189,22,269,36153,304,7832,84,64,540,359,408,37
145,416,433,177,134,,16,0,0,0,341,798,244,23,72,1043,930,147,4,16,0,284,1485,14,76,37083,94,1973,30,16,120,144,140,12
4453,6257,7382,3383,1567,,552,13,0,0,9058,12479,3271,910,2407,18943,16931,9026,244,789,5,10253,14987,1116,784,22711,1268,35874,522,322,2065,2133,1904,134
