State,City,Female,Male
Utah,Harrisville,3263.0,3093.0
Utah,Huntsville,380.0,396.0
Utah,Oak City,330.0,385.0
Utah,Parowan,1486.0,1479.0
Utah,Price,4223.0,4058.0
Utah,Garden City,343.0,243.0
Utah,Cottonwood Heights,17303.0,16867.0
Utah,Fairfield,74.0,62.0
Utah,Apple Valley,437.0,362.0
Utah,Daniel,510.0,582.0
Utah,Dutch John,40.0,93.0
Utah,Interlaken,15.0,94.0
Utah,Millcreek,30712.0,29845.0
Utah,Ivins,4317.0,3894.0
Utah,Cedar Highlands,103.0,50.0
Utah,Beryl Junction,37.0,7.0
Utah,Bluebell,129.0,120.0
Utah,Bonanza,0.0,0.0
Utah,Carbonville,682.0,750.0
Utah,Central,301.0,378.0
Utah,Clear Creek,0.0,14.0
Utah,Copperton,489.0,552.0
Utah,Ophir,10.0,10.0
Utah,Herriman,17949.0,17691.0
Utah,Independence,110.0,103.0
Utah,Central Valley,316.0,338.0
Utah,Laketown,108.0,106.0
Utah,Redmond,343.0,369.0
Utah,Salina,1101.0,1425.0
Utah,Cove,214.0,210.0
Utah,Hyde Park,2275.0,2192.0
Utah,Richmond,1257.0,1365.0
Utah,Bear River City,329.0,391.0
Utah,Cedar Hills,4801.0,5451.0
Utah,Eagle Mountain,14878.0,15041.0
Utah,Elk Ridge,1786.0,1674.0
Utah,Hanksville,122.0,126.0
Utah,Hooper,4186.0,4272.0
Utah,Mona,731.0,811.0
Utah,Saratoga Springs,13041.0,14306.0
Utah,Woodland Hills,658.0,722.0
Utah,Bryce Canyon City,130.0,71.0
Utah,Hideout,641.0,482.0
Utah,Boulder,90.0,88.0
Utah,Castle Dale,778.0,754.0
Utah,Roosevelt,3460.0,3495.0
Utah,Oljato-Monument Valley,443.0,488.0
Utah,Silver Summit,2095.0,2115.0
Utah,Peoa,91.0,166.0
Utah,Pine Valley,80.0,165.0
Utah,Randolph,345.0,410.0
Utah,Snyderville,3070.0,3282.0
Utah,Spring Glen,585.0,478.0
Utah,Summit,128.0,132.0
Utah,Sutherland,8.0,15.0
Utah,Teasdale,113.0,37.0
Utah,Thatcher,344.0,368.0
Utah,Thompson Springs,59.0,87.0
Utah,Veyo,272.0,348.0
Utah,Wanship,307.0,299.0
Utah,West Wood,393.0,409.0
Utah,Wolf Creek,526.0,721.0
Utah,Toquerville,994.0,1037.0
Utah,Magna,13982.0,13472.0
Utah,Sandy,48414.0,47006.0
Utah,Grantsville,4763.0,5803.0
Utah,Oasis,9.0,10.0
Utah,Newcastle,170.0,154.0
Utah,Mountain Green,1899.0,1833.0
Utah,Marion,276.0,381.0
Utah,West Mountain,464.0,605.0
Utah,North Ogden,9837.0,9106.0
Utah,Manila,115.0,60.0
Utah,Mayfield,190.0,178.0
Utah,East Carbon,693.0,648.0
Utah,Wellington,756.0,735.0
Utah,Circleville,360.0,331.0
Utah,Murray,26135.0,22983.0
Utah,Dammeron Valley,437.0,412.0
Utah,Tooele,17311.0,16494.0
Utah,Deseret,140.0,79.0
Utah,Eden,440.0,317.0
Utah,Emigration Canyon,852.0,976.0
Utah,Enterprise,393.0,514.0
Utah,Flaming Gorge,46.0,29.0
Utah,Fremont,65.0,176.0
Utah,Hoytsville,200.0,164.0
Utah,Jensen,55.0,75.0
Utah,Kenilworth,139.0,91.0
Utah,Liberty,548.0,665.0
Utah,Echo,41.0,30.0
Utah,South Ogden,8675.0,8335.0
Utah,Loa,240.0,297.0
Utah,Syracuse,13799.0,14543.0
Utah,Bluff,65.0,77.0
Utah,Navajo Mountain,176.0,169.0
Utah,White Mesa,72.0,48.0
Utah,Clawson,94.0,83.0
Utah,Ferron,749.0,767.0
Utah,Huntington,850.0,1076.0
Utah,Orangeville,676.0,767.0
Utah,Alton,77.0,83.0
Utah,Annabella,392.0,400.0
Utah,Aurora,446.0,405.0
Utah,Glenwood,285.0,332.0
Utah,Koosharem,110.0,126.0
Utah,Mendon,562.0,548.0
Utah,Richfield,3863.0,3815.0
Utah,Benson,703.0,682.0
Utah,Hyrum,3896.0,4169.0
Utah,Providence,3766.0,3534.0
Utah,Wellsville,1852.0,1846.0
Utah,Antimony,37.0,49.0
Utah,Morgan,2008.0,2130.0
Utah,Tropic,284.0,312.0
Utah,Halchita,247.0,183.0
Utah,Cedar City,15398.0,15611.0
Utah,Duchesne,979.0,970.0
Utah,Granite,429.0,499.0
Utah,Salt Lake City,95089.0,100612.0
Utah,Payson,9833.0,9866.0
Utah,Heber,7179.0,7877.0
Utah,Centerfield,742.0,630.0
Utah,Vernon,163.0,206.0
Utah,Midway,2680.0,2201.0
Utah,Wallsburg,188.0,183.0
Utah,La Verkin,2126.0,2142.0
Utah,Salem,3748.0,4060.0
Utah,Tabiona,78.0,59.0
Utah,Spanish Fork,18776.0,19897.0
Utah,Logan,24701.0,25777.0
Utah,Spanish Valley,336.0,237.0
Utah,Nephi,2827.0,2934.0
Utah,Fielding,251.0,243.0
Utah,Castle Valley,201.0,248.0
Utah,Garden,84.0,136.0
Utah,Riverside,515.0,364.0
Utah,Fountain Green,627.0,506.0
Utah,Tselakai Dezza,60.0,53.0
Utah,Lake Shore,339.0,341.0
Utah,Santaquin,5327.0,5827.0
Utah,Montezuma Creek,190.0,222.0
Utah,Cleveland,345.0,250.0
Utah,Emery,117.0,178.0
Utah,Big Water,270.0,320.0
Utah,Joseph,191.0,196.0
Utah,Monroe,1225.0,1250.0
Utah,Millville,894.0,1017.0
Utah,Nibley,3461.0,3194.0
Utah,River Heights,1072.0,930.0
Utah,Snowville,72.0,72.0
Utah,Fruit Heights,2985.0,3115.0
Utah,White City,2872.0,2655.0
Utah,Layton,37245.0,37861.0
Utah,Clinton,10767.0,10851.0
Utah,West Jordan,56205.0,56884.0
Utah,Plymouth,147.0,155.0
Utah,Woods Cross,5552.0,5735.0
Utah,Myton,268.0,269.0
Utah,Green River,434.0,417.0
Utah,Woodruff,91.0,137.0
Utah,Escalante,439.0,371.0
Utah,Kanosh,234.0,343.0
Utah,Fillmore,1232.0,1289.0
Utah,Monticello,1239.0,1307.0
Utah,Kanarraville,138.0,142.0
Utah,Cannonville,155.0,139.0
Utah,Panguitch,846.0,927.0
Utah,Halls Crossing,0.0,0.0
Utah,La Sal,259.0,129.0
Utah,Mexican Hat,0.0,0.0
Utah,Orderville,319.0,296.0
Utah,Amalga,271.0,310.0
Utah,Leamington,165.0,151.0
Utah,Newton,354.0,411.0
Utah,Corinne,317.0,317.0
Utah,Garland,1211.0,1276.0
Utah,Honeyville,732.0,806.0
Utah,Perry,2389.0,2439.0
Utah,South Willard,1020.0,888.0
Utah,Willard,945.0,860.0
Utah,Bountiful,21904.0,21888.0
Utah,South Weber,3517.0,3642.0
Utah,Sunset,2684.0,2545.0
Utah,Trenton,223.0,205.0
Utah,Wales,147.0,185.0
Utah,Lynndyl,45.0,50.0
Utah,Alta,73.0,315.0
Utah,Palmyra,236.0,231.0
Utah,Draper,23072.0,24330.0
Utah,Benjamin,493.0,524.0
Utah,Virgin,256.0,274.0
Utah,Rockville,190.0,129.0
Utah,Park City,3981.0,4315.0
Utah,Kamas,1136.0,1302.0
Utah,Henefer,393.0,388.0
Utah,Lyman,165.0,172.0
Utah,Scipio,158.0,154.0
Utah,Taylorsville,29743.0,30551.0
Utah,Midvale,16360.0,16533.0
Utah,Kearns,18781.0,18967.0
Utah,Levan,423.0,454.0
Utah,Rocky Ridge,549.0,505.0
Utah,Gunnison,618.0,2770.0
Utah,Mount Pleasant,1532.0,1833.0
Utah,Minersville,421.0,446.0
Utah,Samak,145.0,178.0
Utah,Milford,807.0,844.0
Utah,Stockton,375.0,347.0
Vermont,Alburgh village,259.0,270.0
Vermont,North Westminster,113.0,86.0
Vermont,Proctorsville,186.0,189.0
Vermont,Chelsea,190.0,191.0
Vermont,Hinesburg,426.0,347.0
Vermont,Cabot,125.0,61.0
Vermont,Worcester,26.0,21.0
Vermont,Windsor,1275.0,882.0
Vermont,Wilmington,149.0,149.0
Vermont,Williamstown,502.0,495.0
Vermont,Wells,237.0,209.0
Vermont,Websterville,306.0,216.0
Vermont,Waitsfield,85.0,65.0
Vermont,Stowe,153.0,129.0
Vermont,South Royalton,378.0,238.0
Vermont,Rochester,168.0,140.0
Vermont,Richmond,213.0,178.0
Vermont,Readsboro,140.0,120.0
Vermont,Shelburne,218.0,287.0
Vermont,Randolph,1116.0,1109.0
Vermont,Quechee,117.0,114.0
Vermont,Putney,293.0,181.0
Vermont,Plainfield,184.0,229.0
Vermont,Troy,18.0,7.0
Vermont,Pittsford,346.0,256.0
Vermont,Springfield,2156.0,2025.0
Vermont,Jacksonville village,99.0,115.0
Vermont,Wilder,798.0,779.0
Vermont,Essex Junction village,5387.0,5008.0
Vermont,Vergennes,1444.0,1168.0
Vermont,Brattleboro,3560.0,3211.0
Vermont,North Bennington village,905.0,804.0
Vermont,Winooski,3503.0,3729.0
Vermont,South Burlington,9863.0,9112.0
Vermont,Waterbury village,921.0,827.0
Vermont,Perkinsville village,51.0,57.0
Vermont,Hyde Park village,225.0,207.0
Vermont,Swanton village,1315.0,1056.0
Vermont,St. Johnsbury,2902.0,2980.0
Vermont,Castleton,735.0,592.0
Vermont,Cavendish,69.0,64.0
Vermont,Chester,438.0,360.0
Vermont,Concord,160.0,108.0
Vermont,Coventry,8.0,26.0
Vermont,Danville,237.0,162.0
Vermont,Dorset,113.0,137.0
Vermont,East Barre,295.0,332.0
Vermont,East Burke,26.0,40.0
Vermont,East Middlebury,224.0,215.0
Vermont,East Montpelier,24.0,20.0
Vermont,Canaan,142.0,188.0
Vermont,Enosburg Falls village,710.0,630.0
Vermont,South Barre,635.0,547.0
Vermont,Burlington,21793.0,20720.0
Vermont,Brandon,678.0,645.0
Vermont,Island Pond,377.0,394.0
Vermont,Fair Haven,1152.0,1128.0
Vermont,Poultney village,789.0,763.0
Vermont,Arlington,709.0,649.0
Vermont,Bennington,4574.0,4262.0
Vermont,Manchester Center,1006.0,1027.0
Vermont,Jericho village,698.0,732.0
Vermont,North Troy village,378.0,366.0
Vermont,Morrisville village,1165.0,1018.0
Vermont,West Brattleboro,1426.0,1224.0
Vermont,Ludlow village,370.0,375.0
Vermont,Middlebury,3667.0,3188.0
Vermont,Barre,4478.0,4233.0
Vermont,West Burke village,140.0,185.0
Vermont,Saxtons River village,261.0,233.0
Vermont,White River Junction,1190.0,1100.0
Vermont,Albany village,84.0,127.0
Vermont,Derby Line village,396.0,362.0
Vermont,Wallingford,501.0,431.0
Vermont,West Rutland,1092.0,1059.0
Vermont,Orleans village,460.0,437.0
Vermont,Barton village,289.0,240.0
Vermont,Old Bennington village,78.0,100.0
Vermont,Johnson village,780.0,752.0
Vermont,Fairlee,128.0,121.0
Vermont,Glover,160.0,160.0
Vermont,South Shaftsbury,243.0,346.0
Vermont,Greensboro,69.0,36.0
Vermont,Northfield,1010.0,935.0
Vermont,Ascutney,238.0,213.0
Vermont,Barnet,64.0,96.0
Vermont,Beecher Falls,98.0,106.0
Vermont,Benson,139.0,118.0
Vermont,Bethel,386.0,288.0
Vermont,Cambridge village,105.0,114.0
Vermont,Montpelier,4142.0,3405.0
Vermont,Newbury village,171.0,168.0
Vermont,Lyndonville village,609.0,705.0
Vermont,Jeffersonville village,385.0,408.0
Vermont,Westminster village,143.0,139.0
Vermont,Manchester village,426.0,315.0
Vermont,Graniteville,468.0,501.0
Vermont,Norwich,429.0,235.0
Vermont,Newfane village,78.0,56.0
Vermont,Bellows Falls village,1614.0,1371.0
Vermont,Wells River village,222.0,174.0
Vermont,Marshfield village,155.0,133.0
Vermont,Newport,1999.0,2332.0
Vermont,Rutland,7912.0,7665.0
Vermont,Fairfax,476.0,452.0
Vermont,Richford,824.0,796.0
Vermont,Woodstock village,888.0,629.0
Vermont,Bristol,894.0,852.0
Vermont,Bradford,265.0,263.0
Vermont,Milton,1251.0,966.0
Vermont,Lowell,86.0,64.0
Vermont,Newport Center,147.0,155.0
Vermont,North Hartland,72.0,73.0
Vermont,North Springfield,413.0,135.0
Vermont,Irasburg,45.0,70.0
Vermont,Hartland,126.0,116.0
Vermont,Greensboro Bend,132.0,126.0
Vermont,Hardwick,715.0,598.0
Vermont,Derby Center village,352.0,233.0
Vermont,St. Albans,3536.0,3288.0
Vermont,Groton,199.0,185.0
Village of Islands village; Florida,Islamorada,2959.0,3514.0
Virginia,Cumberland,86.0,148.0
Virginia,Crosspointe,3122.0,2757.0
Virginia,County Center,1783.0,1590.0
Virginia,Countryside,4676.0,5366.0
Virginia,Concord,489.0,485.0
Virginia,Cluster Springs,462.0,248.0
Virginia,Clover,108.0,172.0
Virginia,Churchville,121.0,70.0
Virginia,Quantico,305.0,214.0
Virginia,Yorkshire,4758.0,4824.0
Virginia,Boston,424.0,467.0
Virginia,Irvington,179.0,170.0
Virginia,Portsmouth,49392.0,45919.0
Virginia,Bensley,3092.0,3235.0
Virginia,Scottsburg,260.0,123.0
Virginia,Belle Haven,3774.0,3103.0
Virginia,Burke,21419.0,21303.0
Virginia,Dunn Loring,4736.0,4419.0
Virginia,Hybla Valley,7603.0,8722.0
Virginia,Rural Retreat,905.0,739.0
Virginia,Bridgewater,3221.0,2762.0
Virginia,Sugar Grove,316.0,429.0
Virginia,Pulaski,4612.0,4182.0
Virginia,Elkton,1474.0,1349.0
Virginia,Coeburn,791.0,878.0
Virginia,Chester Gap,463.0,522.0
Virginia,Cherry Hill,10225.0,9506.0
Virginia,Carrsville,75.0,54.0
Virginia,Charles City,28.0,36.0
Virginia,Bobtown,151.0,117.0
Virginia,Blue Ridge Shores,319.0,607.0
Virginia,Bland,186.0,259.0
Virginia,Blairs,405.0,439.0
Virginia,Big Island,100.0,91.0
Virginia,Bethel Manor,2064.0,2046.0
Virginia,Bracey,546.0,555.0
Virginia,Brambleton,10378.0,9703.0
Virginia,Brandermill,7379.0,7042.0
Virginia,Brightwood,717.0,582.0
Virginia,Pembroke,495.0,561.0
Virginia,Broadlands,7242.0,6462.0
Virginia,Chase Crossing,131.0,141.0
Virginia,Buckhall,8507.0,8731.0
Virginia,Bull Run Mountain Estates,599.0,688.0
Virginia,Burke Centre,9542.0,8694.0
Virginia,Callaghan,129.0,129.0
Virginia,Calverton,46.0,67.0
Virginia,Camptown,441.0,420.0
Virginia,Captains Cove,561.0,705.0
Virginia,Carrollton,3102.0,3029.0
Virginia,Boswell's Corner,416.0,690.0
Virginia,Cascades,5930.0,5740.0
Virginia,Catlett,128.0,132.0
Virginia,Cats Bridge,104.0,62.0
Virginia,Central Garage,758.0,714.0
Virginia,Buckingham Courthouse,32.0,62.0
Virginia,Port Royal,96.0,98.0
Virginia,Lowes Island,5635.0,5476.0
Virginia,Stanardsville,161.0,146.0
Virginia,McKenney,270.0,223.0
Virginia,Dublin,1142.0,1513.0
Virginia,Shenandoah,1563.0,1325.0
Virginia,Lake Monticello,5490.0,4720.0
Virginia,Castlewood,1179.0,879.0
Virginia,Dryden,654.0,628.0
Virginia,Hillsville,1314.0,1357.0
Virginia,Collinsville,3771.0,3260.0
Virginia,Highland Springs,8938.0,6917.0
Virginia,Union Hall,569.0,522.0
Virginia,Ferrum,1100.0,1133.0
Virginia,Eastville,116.0,90.0
Virginia,South Hill,2542.0,1869.0
Virginia,Chase City,1256.0,1145.0
Virginia,Ewing,76.0,51.0
Virginia,Exmore,777.0,744.0
Virginia,La Crosse,372.0,266.0
Virginia,Williamsburg,8061.0,6727.0
Virginia,Selma,182.0,215.0
Virginia,Dumbarton,4400.0,4636.0
Virginia,Dillwyn,259.0,282.0
Virginia,Warsaw,804.0,900.0
Virginia,Claremont,148.0,175.0
Virginia,Rocky Mount,2479.0,2268.0
Virginia,Sherando,350.0,262.0
Virginia,Dooms,482.0,592.0
Virginia,Capron,76.0,63.0
Virginia,Merrimac,1266.0,861.0
Virginia,Christiansburg,11126.0,10923.0
Virginia,Montross,187.0,243.0
Virginia,Waynesboro,11266.0,10660.0
Virginia,Groveton,8505.0,8338.0
Virginia,Franconia,10036.0,9689.0
Virginia,Kilmarnock,874.0,604.0
Virginia,Rose Hill CDP (Fairfax County),11886.0,10125.0
Virginia,Waverly,1273.0,778.0
Virginia,Laurel,9389.0,8081.0
Virginia,Cheriton,301.0,207.0
Virginia,Mineral,205.0,302.0
Virginia,Windsor,1435.0,1265.0
Virginia,West Springfield,11756.0,11446.0
Virginia,Bailey's Crossroads,12623.0,11947.0
Virginia,Clintwood,753.0,681.0
Virginia,Aquia Harbour,3407.0,3398.0
Virginia,Pearisburg,1424.0,1245.0
Virginia,Fort Belvoir,3752.0,4339.0
Virginia,Ettrick,2840.0,2319.0
Virginia,Sudley,8530.0,9082.0
Virginia,Brodnax,113.0,170.0
Virginia,Cape Charles,637.0,508.0
Virginia,Mantua,3929.0,3591.0
Virginia,Lebanon,1950.0,1299.0
Virginia,East Highland Park,8571.0,7021.0
Virginia,Cedar Bluff,497.0,584.0
Virginia,Weyers Cave,1190.0,981.0
Virginia,Tappahannock,1161.0,764.0
Virginia,Manassas Park,7855.0,8568.0
Virginia,Hollins,7906.0,6351.0
Virginia,Monterey,74.0,51.0
Virginia,Goshen,195.0,138.0
Virginia,Duffield,36.0,43.0
Virginia,Greenville,664.0,1011.0
Virginia,Pimmit Hills,3083.0,3423.0
Virginia,Newington,6896.0,6184.0
Virginia,Lorton,10911.0,9780.0
Virginia,Herndon,12431.0,12089.0
Virginia,Virgilina,60.0,44.0
Virginia,Wyndham,5501.0,4650.0
Virginia,Chesapeake,121632.0,116188.0
Virginia,Front Royal,8079.0,7161.0
Virginia,Parksley,315.0,364.0
Virginia,Sandy Level,289.0,282.0
Virginia,Horse Pasture,1103.0,1033.0
Virginia,Brookneal,524.0,347.0
Virginia,Haysi,201.0,370.0
Virginia,Clinchco,151.0,152.0
Virginia,Yorktown,119.0,96.0
Virginia,Chilhowie,936.0,919.0
Virginia,Roanoke,51846.0,47775.0
Virginia,Bull Run,8322.0,7361.0
Virginia,Matoaca,1276.0,1241.0
Virginia,Twin Lakes,699.0,795.0
Virginia,Belspring,77.0,43.0
Virginia,Clifton Forge,1892.0,1711.0
Virginia,Winchester,14216.0,13573.0
Virginia,Vinton,4050.0,4024.0
Virginia,Saltville,1235.0,1386.0
Virginia,Laymantown,1021.0,991.0
Virginia,Verona,1841.0,2123.0
Virginia,Forest,5148.0,5150.0
Virginia,Woodbridge,2212.0,2188.0
Virginia,Danville,22471.0,19041.0
Virginia,Colonial Beach,2033.0,1522.0
Virginia,Wolf Trap,8419.0,8492.0
Virginia,Vienna,8299.0,8189.0
Virginia,Salem,13617.0,11902.0
Virginia,Fort Hunt,8396.0,8462.0
Virginia,South Boston,4407.0,3421.0
Virginia,Woodlawn CDP (Fairfax County),11699.0,11707.0
Virginia,Columbia,50.0,28.0
Virginia,Tysons,12098.0,11651.0
Virginia,Mount Hermon,2202.0,1935.0
Virginia,Palmyra,52.0,71.0
Virginia,Opal,363.0,356.0
Virginia,Oak Hall,108.0,0.0
Virginia,Oak Grove,1043.0,1425.0
Virginia,Nottoway Court House,117.0,49.0
Virginia,New River,236.0,160.0
Virginia,New Kent,167.0,218.0
Virginia,Bon Air,9745.0,8019.0
Virginia,Newington Forest,6291.0,6185.0
Virginia,New Church,78.0,125.0
Virginia,New Baltimore,4937.0,4894.0
Virginia,Nelsonia,309.0,272.0
Virginia,Nellysford,771.0,676.0
Virginia,Neabsco,8324.0,8623.0
Virginia,Nathalie,31.0,26.0
Virginia,Mount Sidney,270.0,231.0
Virginia,New Hope,395.0,362.0
Virginia,Parrott,199.0,221.0
Virginia,Pennington Gap,1021.0,953.0
Virginia,Weber City,783.0,751.0
Virginia,Stanley,890.0,840.0
Virginia,Woodstock,2786.0,2406.0
Virginia,Alexandria,81159.0,75346.0
Virginia,Wytheville,4374.0,3626.0
Virginia,Great Falls,7778.0,7616.0
Virginia,Centreville,37877.0,37575.0
Virginia,Annandale,21619.0,22110.0
Virginia,Culpeper,9445.0,8668.0
Virginia,Chatham,547.0,663.0
Virginia,Blacksburg,20473.0,23772.0
Virginia,New Castle,116.0,71.0
Virginia,Grundy,463.0,448.0
Virginia,Blue Ridge,1612.0,1625.0
Virginia,Fort Chiswell,466.0,422.0
Virginia,Stuarts Draft,5129.0,4587.0
Virginia,Patrick Springs,989.0,819.0
Virginia,Stuart,805.0,694.0
Virginia,Lawrenceville,689.0,691.0
Virginia,Rustburg,717.0,760.0
Virginia,Gate City,1288.0,1118.0
Virginia,Pamplin City,38.0,41.0
Virginia,Westlake Corner,580.0,422.0
Virginia,Crimora,1173.0,826.0
Virginia,Craigsville,417.0,399.0
Virginia,Raven,900.0,766.0
Virginia,Branchville,58.0,54.0
Virginia,Clifton,132.0,143.0
Virginia,Louisa,914.0,810.0
Virginia,Hamilton,255.0,282.0
Virginia,Hopewell,12033.0,10375.0
Virginia,Crozet,3365.0,3161.0
Virginia,Crewe,1282.0,1166.0
Virginia,Blackstone,1663.0,1775.0
Virginia,Stanleytown,710.0,587.0
Virginia,Chatmoss,711.0,694.0
Virginia,Hampton,70308.0,65275.0
Virginia,Benns Church,203.0,325.0
Virginia,Passapatanzy,724.0,725.0
Virginia,Piney Mountain,812.0,578.0
Virginia,Whitesville,66.0,57.0
Virginia,Wattsville,459.0,396.0
Virginia,Warm Springs,17.0,14.0
Virginia,Warfield,18.0,63.0
Virginia,Wakefield,5850.0,5932.0
Virginia,University of Virginia,4047.0,4440.0
Virginia,University Center,1947.0,2113.0
Virginia,Union Level,108.0,87.0
Virginia,Spotsylvania Courthouse,2477.0,2202.0
Virginia,Thynedale,125.0,33.0
Virginia,Templeton,99.0,106.0
Virginia,Temperanceville,166.0,93.0
Virginia,Tasley,283.0,248.0
Virginia,Sussex,130.0,134.0
Virginia,Sugarland Run,5870.0,6706.0
Virginia,Wintergreen,241.0,261.0
Virginia,Woodburn,4317.0,4145.0
Virginia,Woodlake,3823.0,3476.0
Virginia,Woodlawn CDP (Carroll County),938.0,1172.0
Virginia,Belmont Estates,1022.0,990.0
Virginia,Belmont,3243.0,3386.0
Virginia,Belview,505.0,468.0
Virginia,Bealeton,2426.0,2220.0
Virginia,Bayside,103.0,170.0
Virginia,Basye,477.0,443.0
Virginia,Baskerville,27.0,45.0
Virginia,Stone Ridge,6747.0,6243.0
Virginia,Augusta Springs,127.0,82.0
Virginia,Ashburn,26368.0,23922.0
Virginia,Arrington,371.0,339.0
Virginia,Arcola,530.0,433.0
Virginia,Apple Mountain Lake,655.0,679.0
Virginia,Amelia Court House,398.0,491.0
Virginia,Allisonia,53.0,61.0
Virginia,Yogaville,72.0,52.0
Virginia,Atlantic,528.0,422.0
Virginia,Pastoria,380.0,599.0
Virginia,Sterling,15104.0,15299.0
Virginia,Springville,603.0,723.0
Virginia,Saluda,276.0,415.0
Virginia,Ruckersville,637.0,684.0
Virginia,Rockwood,4062.0,3650.0
Virginia,Riverview,355.0,420.0
Virginia,Riverdale,389.0,348.0
Virginia,Rivanna,943.0,764.0
Virginia,Riner,488.0,661.0
Virginia,Ravensworth,1124.0,1121.0
Virginia,Quinby,135.0,91.0
Virginia,Quantico Base,1761.0,3452.0
Virginia,Pungoteague,116.0,129.0
Virginia,Prince George,1135.0,994.0
Virginia,Prices Fork,750.0,448.0
Virginia,Potomac Mills,3063.0,3405.0
Virginia,Plum Creek,726.0,613.0
Virginia,Savageville,32.0,18.0
Virginia,Sandston,3746.0,3310.0
Virginia,Sanford,35.0,56.0
Virginia,Savage Town,0.0,21.0
Virginia,Sperryville,117.0,127.0
Virginia,Southside Chesconessex,58.0,48.0
Virginia,South Run,3309.0,2999.0
Virginia,South Riding,15712.0,15359.0
Virginia,Southern Gateway,1879.0,1845.0
Virginia,Snowville,27.0,24.0
Virginia,Skyland Estates,567.0,488.0
Virginia,Stafford Courthouse,1546.0,2240.0
Virginia,Shipman,93.0,192.0
Virginia,Shenandoah Retreat,278.0,382.0
Virginia,Shenandoah Farms,1903.0,1904.0
Virginia,Shawneeland,873.0,760.0
Virginia,Seven Mile Ford,365.0,230.0
Virginia,Sedley,157.0,243.0
Virginia,Scotland,46.0,64.0
Virginia,Schuyler,54.0,44.0
Virginia,Shenandoah Shores,426.0,513.0
Virginia,Wise,1476.0,1571.0
Virginia,Tazewell,2157.0,2170.0
Virginia,Gloucester Courthouse,1350.0,1011.0
Virginia,Deltaville,483.0,567.0
Virginia,Deerfield,67.0,60.0
Virginia,Deep Creek,42.0,0.0
Virginia,Dahlgren Center,321.0,328.0
Virginia,Smithfield,4497.0,3827.0
Virginia,Courtland,1100.0,858.0
Virginia,Dranesville,5794.0,6008.0
Virginia,Ridgeway,486.0,561.0
Virginia,Bassett,472.0,487.0
Virginia,Lexington,3200.0,3910.0
Virginia,Virginia Beach,228850.0,221285.0
Virginia,Fairfax,12064.0,11801.0
Virginia,Charlotte Court House,279.0,304.0
Virginia,Staunton,13254.0,11198.0
Virginia,Oak Level,314.0,344.0
Virginia,Draper,169.0,219.0
Virginia,Dulles Town Center,2458.0,2565.0
Virginia,East Lexington,484.0,432.0
Virginia,Gasburg,322.0,296.0
Virginia,Gargatha,78.0,84.0
Virginia,Free Union,168.0,81.0
Virginia,Franklin Farm,9431.0,9296.0
Virginia,Floris,4254.0,4051.0
Virginia,Flint Hill,250.0,148.0
Virginia,Fairview,80.0,76.0
Virginia,Fair Oaks,17316.0,16384.0
Virginia,Fair Lakes,4186.0,4128.0
Virginia,Fairfax Station,5863.0,6071.0
Virginia,Esmont,478.0,379.0
Virginia,Enon,2313.0,1997.0
Virginia,Emory,600.0,706.0
Virginia,Elliston,298.0,588.0
Virginia,Ebony,81.0,121.0
Virginia,Timberville,1301.0,1312.0
Virginia,George Mason,5023.0,4688.0
Virginia,Stephens City,982.0,1007.0
Virginia,Drakes Branch,486.0,410.0
Virginia,Troutdale,79.0,88.0
Virginia,Independence,688.0,451.0
Virginia,Glen Lyn,39.0,52.0
Virginia,Phenix,106.0,122.0
Virginia,Lovettsville,1315.0,1229.0
Virginia,Radford,9205.0,8425.0
Virginia,Middleburg,369.0,251.0
Virginia,Lynchburg,42616.0,37515.0
Virginia,Alberta,175.0,175.0
Virginia,Burkeville,282.0,238.0
Virginia,Scottsville,276.0,259.0
Virginia,Poquoson,6183.0,5856.0
Virginia,New Market,1333.0,1008.0
Virginia,Edinburg,578.0,683.0
Virginia,Dungannon,158.0,163.0
Virginia,Falls Church,7050.0,7017.0
Virginia,Hillsboro,73.0,102.0
Virginia,Purcellville,4845.0,4864.0
Virginia,Dayton,819.0,748.0
Virginia,Appalachia,716.0,753.0
Virginia,Surry,157.0,154.0
Virginia,The Plains,118.0,76.0
Virginia,Middletown,728.0,788.0
Virginia,Abingdon,4138.0,3882.0
Virginia,Floyd,372.0,286.0
Virginia,Bristol,8839.0,8004.0
Virginia,Fieldale,527.0,589.0
Virginia,Manassas,20682.0,20775.0
Virginia,Haymarket,777.0,852.0
Virginia,Boydton,194.0,183.0
Virginia,Fancy Gap,22.0,81.0
Virginia,Toms Brook,221.0,186.0
Virginia,Orange,2544.0,2391.0
Virginia,Fincastle,168.0,243.0
Virginia,Newport News,92924.0,87221.0
Virginia,Glenvar,718.0,348.0
Virginia,Gratton,535.0,553.0
Virginia,Meadow View,610.0,697.0
Virginia,Metompkin,237.0,278.0
Virginia,Middlebrook,35.0,52.0
Virginia,Midland,32.0,24.0
Virginia,Modest Town,105.0,66.0
Virginia,Montvale,295.0,241.0
Virginia,Meadowbrook,10229.0,9303.0
Virginia,Moorefield Station,692.0,677.0
Virginia,Mountain Road,477.0,285.0
Virginia,West Falls Church,14105.0,15049.0
Virginia,Lancaster,36.0,20.0
Virginia,Pantops,1974.0,1595.0
Virginia,Powhatan,205.0,137.0
Virginia,Bedford,3770.0,2757.0
Virginia,Motley,493.0,403.0
