State,City,Nursery-Pre-School,Kindergarten,1st-4th,5th-8th,9th-12th
Alaska,Anaktuvuk Pass,6,6,17,15,47
Alaska,Angoon,3,16,20,13,10
Alaska,Dry Creek,0,0,0,0,0
Alaska,Susitna,0,0,0,0,0
Alaska,Lakes,60,130,582,785,635
Alaska,Lake Louise,0,0,0,0,0
Alaska,Gateway,105,123,386,492,456
Alaska,Fishhook,48,29,320,593,538
Alaska,Farm Loop,4,0,52,86,96
Alaska,Tuluksak,10,14,36,35,36
Alaska,Mekoryuk,9,2,17,12,10
Alaska,Kongiganak,2,12,49,34,22
Alaska,Kasigluk,9,7,55,55,40
Alaska,Aniak,15,15,54,25,34
Alaska,Akutan,2,4,0,8,7
Alaska,Ruby,9,5,27,10,9
Alaska,Koliganek,3,6,20,9,9
Alaska,Kaltag,0,2,0,13,5
Alaska,Four Mile Road,0,0,0,0,0
Alaska,Evansville,0,0,0,0,0
Alaska,Knik-Fairview,181,332,1152,1026,1231
Alaska,Wasilla,58,168,709,718,573
Alaska,Shageluk,4,2,2,1,0
Alaska,Takotna,0,0,8,0,0
Alaska,Dillingham,73,42,100,122,129
Alaska,Quinhagak,14,10,58,77,72
Alaska,Tanaina,134,145,765,672,407
Alaska,Pilot Station,20,19,45,58,45
Alaska,Port Lions,4,2,4,4,11
Alaska,Mountain Village,29,17,76,60,54
Alaska,Scammon Bay,23,16,36,44,75
Alaska,Point Hope,18,18,60,58,48
Alaska,Hoonah,27,3,30,34,32
Alaska,Stevens Village,0,0,0,0,0
Alaska,Glennallen,0,0,89,31,0
Alaska,Buckland,10,17,52,46,54
Alaska,Deering,2,3,21,5,3
Alaska,Central,0,0,0,0,0
Alaska,Homer,99,74,249,207,253
Alaska,Soldotna,36,50,140,168,355
Alaska,Aleneva,0,0,0,0,0
Alaska,Salamatof,5,13,30,41,44
Alaska,Kodiak,111,36,210,295,352
Alaska,Nikiski,49,122,329,219,287
Alaska,Cohoe,14,14,56,53,28
Alaska,Nikolaevsk,0,4,3,19,10
Alaska,Chistochina,0,0,0,5,0
Alaska,Chitina,0,0,6,5,6
Alaska,Mentasta Lake,0,0,18,5,0
Alaska,Tonsina,0,0,0,0,0
Alaska,Whittier,8,7,29,14,18
Alaska,Huslia,14,16,28,27,49
Alaska,Seldovia,0,1,6,10,20
Alaska,Butte,69,32,209,173,211
Alaska,Eielson AFB,25,80,248,115,109
Alaska,Circle,11,0,12,0,3
Alaska,Chalkyitsik,0,2,8,4,0
Alaska,Livengood,0,0,0,0,0
Alaska,Minto,8,7,21,13,19
Alaska,Nikolai,0,2,2,3,4
Alaska,Palmer,108,89,421,450,440
Alaska,College,151,128,600,426,610
Alaska,Koyukuk,2,0,4,0,0
Alaska,Newtok,2,10,33,42,33
Alaska,Platinum,0,0,0,0,2
Alaska,Houston,21,34,143,158,121
Alaska,Petersville,0,0,0,0,0
Alaska,Sutton-Alpine,26,11,56,49,86
Alaska,Beaver,0,0,0,0,1
Alaska,Bettles,0,0,0,0,0
Alaska,Nunapitchuk,15,23,64,68,92
Alaska,Hughes,0,3,8,0,9
Alaska,Napaskiak,7,10,43,29,28
Alaska,Toksook Bay,11,6,49,50,35
Alaska,Craig,18,17,80,71,70
Alaska,Mosquito Lake,7,0,14,0,0
Alaska,Tetlin,0,3,8,14,6
Alaska,Pope-Vannoy Landing,0,0,0,0,0
Alaska,Perryville,0,2,4,10,5
Alaska,Ivanof Bay,0,0,0,0,0
Alaska,Iliamna,2,3,2,4,4
Alaska,Levelock,2,1,10,9,7
Alaska,Alatna,0,0,0,0,0
Alaska,Point MacKenzie,0,0,7,14,32
Alaska,Meadow Lakes,204,90,564,437,398
Alaska,Lazy Mountain,42,24,120,72,136
Alaska,Chase,0,0,0,0,0
Alaska,Napakiak,6,15,20,27,22
Alaska,Goodnews Bay,4,4,21,11,10
Alaska,Sterling,30,32,328,184,322
Alaska,Hope,5,0,0,0,0
Alaska,Elfin Cove,0,0,0,0,0
Alaska,Hobart Bay,0,0,0,0,0
Alaska,Shishmaref,15,12,51,59,30
Alaska,Teller,7,3,12,18,13
Alaska,Manokotak,18,15,41,43,73
Alaska,Kotlik,34,28,75,62,54
Alaska,Chignik Lake,0,1,0,1,4
Alaska,St. Mary's,16,11,55,66,41
Alaska,Kaktovik,2,3,13,17,12
Alaska,Anchor Point,30,29,75,53,109
Alaska,Cooper Landing,0,0,84,15,0
Alaska,Ninilchik,6,7,28,43,24
Alaska,Diamond Ridge,31,20,76,63,68
Alaska,Fox River,6,8,70,73,64
Alaska,Healy,8,0,36,55,74
Alaska,Newhalen,12,1,10,5,8
Alaska,Pedro Bay,0,0,0,0,0
Alaska,Pilot Point,0,2,7,3,1
Alaska,South Naknek,0,0,0,0,4
Alaska,Ketchikan,146,93,410,344,386
Alaska,Coffman Cove,0,0,2,2,5
Alaska,Excursion Inlet,0,0,0,0,0
Alaska,Egegik,0,0,0,0,6
Alaska,Port Heiden,2,2,6,4,2
Alaska,Port Protection,0,0,0,0,0
Alaska,Portage Creek,0,0,0,0,0
Alaska,Twin Hills,0,0,5,2,3
Alaska,Kobuk,6,2,23,14,11
Alaska,Atqasuk,8,7,14,12,8
Alaska,Kipnuk,0,7,54,53,46
Alaska,Kwigillingok,12,7,23,40,34
Alaska,Lower Kalskag,8,10,29,15,22
Alaska,Togiak,14,21,60,43,44
Alaska,Upper Kalskag,7,2,25,22,26
Alaska,Metlakatla,22,41,104,131,88
Alaska,Karluk,0,0,0,4,7
Alaska,Eagle,0,0,2,2,0
Alaska,Northway Junction,0,0,2,2,6
Alaska,Northway Village,0,4,9,3,2
Alaska,Tanacross,0,0,9,8,6
Alaska,Juneau city and borough,649,464,1447,1503,1631
Alaska,Kenny Lake,0,0,0,0,0
Alaska,Klawock,19,13,37,43,36
Alaska,Tyonek,0,3,23,23,33
Alaska,Gakona,2,0,14,14,5
Alaska,Tolsona,0,0,0,0,0
Alaska,Valdez,153,54,231,174,190
Alaska,Klukwan,0,0,0,0,2
Alaska,Gambell,9,9,44,57,48
Alaska,Golovin,6,2,13,11,6
Alaska,Cordova,16,60,41,188,159
Alaska,Harding-Birch Lakes,0,0,0,4,0
Alaska,Chefornak,19,11,52,33,42
Alaska,Kake,12,6,27,33,33
Alaska,Happy Valley,0,0,27,38,46
Alaska,King Cove,12,10,38,39,51
Alaska,Hooper Bay,57,26,124,122,104
Alaska,Ridgeway,45,21,127,221,152
Alaska,Allakaket,2,4,13,7,11
Alaska,St. Paul,12,5,26,13,14
Alaska,Slana,0,0,0,0,0
Alaska,Point Baker,0,0,0,0,0
Alaska,Gulkana,0,0,0,6,0
Alaska,Naukati Bay,0,0,10,0,0
Alaska,Crown Point,0,0,6,6,0
Alaska,Tazlina,14,5,43,52,13
Alaska,Port Graham,8,2,9,4,7
Alaska,Chignik,0,0,6,2,0
Alaska,Anchorage municipal,3940,4149,15042,14790,16293
Alaska,Deltana,43,19,190,216,196
Alaska,Two Rivers,0,33,43,21,0
Alaska,Nenana,6,0,17,41,20
Alaska,Mertarvik,0,0,0,0,0
Alaska,Loring,0,0,0,0,0
Alaska,Goldstream,0,121,106,160,171
Alaska,Farmers Loop,18,88,207,507,296
Alaska,Eureka Roadhouse,0,0,0,0,0
Alaska,Chena Ridge,61,49,537,319,308
Alaska,Badger,144,391,1038,1080,952
Alaska,Clark's Point,0,0,1,2,0
Alaska,Haines,5,12,101,73,116
Alaska,Wrangell city and borough,15,20,64,128,159
Alaska,Gustavus,5,6,13,17,10
Alaska,Nunam Iqua,12,2,8,12,11
Alaska,Adak,0,1,33,19,17
Alaska,Sleetmute,7,0,2,6,6
Alaska,Selawik,19,18,99,63,74
Alaska,Tatitlek,0,3,0,0,11
Alaska,Lake Minchumina,0,0,0,0,0
Alaska,Trapper Creek,0,10,17,22,11
Alaska,Glacier View,0,0,0,11,9
Alaska,St. George,0,0,4,2,3
Alaska,Eagle Village,0,0,0,0,0
Alaska,Dot Lake,0,0,0,0,0
Alaska,Clam Gulch,0,0,3,6,12
Alaska,Bear Creek,0,43,74,79,28
Alaska,Sand Point,36,13,44,91,80
Alaska,Pitkas Point,1,1,10,7,7
Alaska,Whitestone Logging Camp,0,0,0,0,0
Alaska,White Mountain,6,7,10,9,10
Alaska,Unalakleet,12,13,36,32,24
Alaska,Kasaan,0,2,5,6,1
Alaska,Hyder,0,0,0,0,0
Alaska,Hollis,12,0,13,0,19
Alaska,Port Alexander,0,0,0,0,5
Alaska,Unalaska,75,48,236,161,180
Alaska,Saxman,1,2,21,16,14
Alaska,Nabesna,0,0,0,0,0
Alaska,Kupreanof,0,0,0,0,0
Alaska,Port Alsworth,2,6,17,20,25
Alaska,Chuathbaluk,8,4,13,6,4
Alaska,Red Devil,0,0,0,1,0
Alaska,Noorvik,15,15,50,47,55
Alaska,Ugashik,0,0,0,0,0
Alaska,Sunrise,0,0,0,0,0
Alaska,Seward,38,0,118,131,123
Alaska,Lowell Point,0,0,0,0,0
Alaska,Holy Cross,0,4,13,7,17
Alaska,Flat,0,0,0,0,0
Alaska,Anvik,3,0,7,6,7
Alaska,Willow,62,19,99,125,87
Alaska,Talkeetna,25,10,22,29,86
Alaska,Skwentna,0,0,5,0,0
Alaska,Thorne Bay,3,0,29,29,26
Alaska,Yakutat,11,7,36,40,42
Alaska,Nondalton,2,0,1,6,15
Alaska,Point Possession,0,0,0,0,0
Alaska,Birch Creek,0,0,0,0,0
Alaska,Tuntutuliak,27,10,51,63,60
Alaska,Koyuk,10,11,32,26,14
Alaska,Naknek,3,10,26,22,24
Alaska,Marshall,7,5,24,27,26
Alaska,North Pole,9,15,211,167,188
Alaska,Moose Creek,23,0,43,14,39
Alaska,Tok,41,0,55,67,33
Alaska,Big Delta,0,0,22,23,12
Alaska,Prudhoe Bay,0,0,0,0,0
Alaska,Sitka city and borough,64,72,574,440,450
Alaska,Point Lay,6,13,28,20,23
Alaska,Willow Creek,0,0,0,0,0
Alaska,Wales,2,6,17,14,10
Alaska,Paxson,0,0,0,0,0
Alaska,Chisana,0,0,0,0,0
Alaska,Nanwalek,0,2,17,28,9
Alaska,Moose Pass,0,0,0,30,28
Alaska,Covenant Life,0,0,0,0,0
Alaska,Chignik Lagoon,0,0,2,6,6
Alaska,Nikolski,0,0,1,3,1
Alaska,Mud Bay,0,0,0,0,0
Alaska,Edna Bay,0,0,0,0,0
Alaska,Fort Greely,0,0,24,0,9
Alaska,Kachemak,6,2,14,13,14
Alaska,Whale Pass,0,0,0,0,0
Alaska,McCarthy,0,0,0,0,0
Alaska,Utqiagvik,68,111,422,283,274
Alaska,Pelican,0,0,0,0,3
Alaska,Wiseman,0,0,0,0,0
Alaska,Chicken,0,0,0,0,0
Alaska,Alcan Border,0,18,36,44,33
Alaska,Russian Mission,10,8,25,33,30
Alaska,Hydaburg,9,6,21,21,24
Alaska,Lutak,0,0,34,36,16
Alaska,Kokhanok,12,3,10,6,3
Alaska,Igiugig,3,2,3,5,3
Alaska,Atka,0,0,3,0,0
Alaska,Healy Lake,0,0,0,0,0
Alaska,Dot Lake Village,0,0,1,0,0
Alaska,Delta Junction,3,21,70,75,64
Alaska,Nulato,3,7,16,12,10
Alaska,Port Clarence,0,0,0,0,0
Alaska,King Salmon,2,11,15,23,19
Alaska,Shaktoolik,16,14,32,15,16
Alaska,Knik River,4,16,38,53,53
Alaska,Chickaloon,0,0,0,4,4
Alaska,Buffalo Soapstone,0,7,69,65,88
Alaska,Oscarville,0,1,1,6,6
Alaska,Lime Village,0,0,0,0,0
Alaska,Akiachak,24,25,54,43,31
Alaska,Shungnak,10,6,32,28,23
Alaska,Noatak,12,9,25,35,39
Alaska,Cold Bay,0,2,0,3,0
Alaska,Elim,11,6,31,32,24
Alaska,Denali Park,8,0,0,0,45
Alaska,Petersburg,67,26,161,151,159
Alaska,Whitestone,0,3,7,5,5
Alaska,South Van Horn,4,9,16,72,64
Alaska,Susitna North,11,21,21,30,49
Alaska,Steele Creek,81,148,475,475,274
Alaska,Northway,3,3,4,7,18
Alaska,Skagway,7,8,51,14,37
Arizona,Bowie,2,3,2,20,15
Arizona,Brenda,0,0,0,0,0
Arizona,Bryce,0,0,0,0,0
Arizona,Buckshot,0,0,0,0,0
Arizona,Cactus Flats,16,11,82,65,111
Arizona,Cactus Forest,0,43,31,114,69
Arizona,Campo Bonito,0,0,0,0,0
Arizona,Cane Beds,0,0,44,27,34
Arizona,Carrizo,0,11,14,21,0
Arizona,Wellton Hills,0,3,12,3,0
Arizona,Casa Blanca,32,25,77,55,29
Arizona,Bylas,98,36,135,64,102
Arizona,Beyerville,0,0,10,10,8
Arizona,Bear Flat,0,0,0,0,0
Arizona,Beaver Dam,0,0,0,58,0
Arizona,Aztec,0,0,0,0,0
Arizona,Avenue B and C,15,27,348,183,257
Arizona,Washington Park,0,0,0,0,0
Arizona,Arlington,0,0,0,0,0
Arizona,Arivaca Junction,6,6,79,0,84
Arizona,Walnut Creek,0,0,0,135,0
Arizona,Wall Lane,0,0,32,38,39
Arizona,Wahak Hotrontk,6,0,13,13,7
Arizona,Wagon Wheel,88,0,94,142,58
Arizona,Village of Oak Creek (Big Park),4,22,123,72,29
Arizona,Vicksburg,0,0,0,22,0
Arizona,Vernon,0,9,0,13,0
Arizona,Verde Village,139,160,661,618,744
Arizona,Beaver Valley,0,0,0,0,0
Arizona,Cedar Creek,16,35,83,20,18
Arizona,Charco,0,0,0,0,7
Arizona,Central,17,0,38,30,0
Arizona,Benson,13,39,224,270,259
Arizona,Rock Point,4,4,28,28,26
Arizona,Douglas,116,220,848,902,979
Arizona,Huachuca City,44,33,109,217,134
Arizona,Black Canyon City,0,0,130,58,35
Arizona,Camp Verde,133,167,572,571,602
Arizona,Cornville,0,0,160,114,90
Arizona,Lake Montezuma,57,1,21,72,237
Arizona,Coolidge,22,167,1162,894,685
Arizona,Florence,92,157,570,648,958
Arizona,Cornfields,11,0,18,10,17
Arizona,Nazlini,11,13,58,43,40
Arizona,Kykotsmovi Village,23,9,77,32,54
Arizona,Winslow,170,55,645,751,625
Arizona,Ajo,30,19,359,63,131
Arizona,Marana,646,620,2579,2471,1816
Arizona,Tacna,11,0,42,32,110
Arizona,Window Rock,32,73,218,210,107
Arizona,Sierra Vista,644,646,2406,2236,2184
Arizona,Copper Hill,0,0,0,0,0
Arizona,Concho,16,0,0,0,0
Arizona,Comobabi,0,10,0,20,0
Arizona,Clacks Canyon,0,0,0,0,93
Arizona,Citrus Park,45,17,291,285,299
Arizona,Cienega Springs,18,38,62,22,82
Arizona,Clay Springs,0,0,15,59,34
Arizona,Christopher Creek,0,0,0,0,0
Arizona,Chloride,0,0,19,0,0
Arizona,Chiawuli Tak,0,0,0,0,0
Arizona,Centennial Park,20,0,162,157,86
Arizona,Ventana,0,0,6,9,17
Arizona,Wikieup,0,0,0,0,0
Arizona,Valle,0,0,0,0,0
Arizona,Wheatfields,0,16,0,59,10
Arizona,Whispering Pines,0,0,0,0,0
Arizona,Whitecone,10,12,71,62,81
Arizona,White Hills,0,0,0,0,0
Arizona,White Mountain Lake,0,18,40,127,98
Arizona,Tusayan,0,0,33,16,0
Arizona,Why,0,0,0,0,0
Arizona,Whetstone,0,82,153,44,55
Arizona,Theba,0,0,12,4,6
Arizona,Red Rock CDP (Pinal County),113,127,310,353,324
Arizona,Cottonwood,0,4,14,9,20
Arizona,Cowlic,0,0,0,11,27
Arizona,Crozier,0,0,0,0,0
Arizona,Crystal Beach,0,0,0,0,0
Arizona,Kohls Ranch,0,0,0,0,0
Arizona,Komatke,30,0,184,144,124
Arizona,Lake of the Woods,30,20,110,216,223
Arizona,La Paz Valley,0,0,0,0,0
Arizona,Red Rock CDP (Apache County),0,0,5,5,9
Arizona,Morristown,0,0,0,0,3
Arizona,Ko Vaya,0,0,0,0,0
Arizona,Gold Canyon,25,0,132,199,233
Arizona,Buckeye,598,1068,4796,4129,4291
Arizona,Yucca,0,0,5,4,0
Arizona,York,0,0,12,96,22
Arizona,Woodruff,0,0,0,0,0
Arizona,Wittmann,0,21,21,100,110
Arizona,Wintersburg,0,0,0,0,0
Arizona,Willow Canyon,0,0,0,0,0
Arizona,Wet Camp Village,0,0,18,32,14
Arizona,Valle Vista,73,35,35,14,47
Arizona,Sehili,0,0,9,4,2
Arizona,Scenic,0,53,174,110,93
Arizona,Valentine,2,0,1,3,0
Arizona,Vaiva Vo,0,0,0,0,0
Arizona,Utting,0,0,0,0,0
Arizona,Upper Santan Village,34,33,32,0,31
Arizona,Turkey Creek,13,6,35,29,26
Arizona,Truxton,0,0,0,0,17
Arizona,Toyei,0,0,0,0,0
Arizona,Santa Cruz,0,0,0,0,0
Arizona,Wide Ruins,0,0,0,0,0
Arizona,Topock,0,0,0,0,0
Arizona,San Tan Valley,1373,1669,6905,6979,6319
Arizona,Arivaca,0,0,0,10,0
Arizona,Topawa,0,0,11,11,14
Arizona,Tonto Village,0,15,5,0,4
Arizona,Tolani Lake,10,10,35,26,31
Arizona,Tees Toh,6,11,33,29,37
Arizona,Tat Momoli,0,0,0,0,0
Arizona,Tonopah,0,0,0,0,0
Arizona,Sweet Water Village,0,0,0,0,26
Arizona,Sunwest,0,0,0,0,0
Arizona,Sun Valley,0,0,0,0,0
Arizona,Sunizona,0,3,2,3,3
Arizona,Summerhaven,0,19,39,19,0
Arizona,Stotonic Village,0,0,0,49,0
Arizona,South Komelik,11,0,45,48,25
Arizona,Solomon,0,0,13,20,12
Arizona,So-Hi,0,0,0,0,0
Arizona,Six Shooter Canyon,9,16,62,74,13
Arizona,Seven Mile,6,31,60,87,40
Arizona,Seba Dalkai,0,0,2,3,0
Arizona,Anthem,328,454,1244,1480,1749
Arizona,Many Farms,7,28,137,104,89
Arizona,Anegam,0,0,0,0,12
Arizona,Hotevilla-Bacavi,22,28,43,44,58
Arizona,St. Michaels,14,13,49,47,98
Arizona,Lukachukai,21,15,81,94,77
Arizona,Santa Rosa,16,6,34,16,37
Arizona,Safford,97,155,620,562,800
Arizona,Peach Springs,38,21,105,132,51
Arizona,Show Low,131,54,733,641,529
Arizona,San Manuel,64,41,137,199,204
Arizona,Vail,119,168,858,684,761
Arizona,Mohave Valley,0,69,88,91,128
Arizona,Gila Bend,69,9,148,93,58
Arizona,Somerton,339,285,1382,1095,1319
Arizona,Mojave Ranch Estates,0,0,0,3,0
Arizona,Leupp,29,20,79,109,117
Arizona,Kayenta,73,51,365,383,516
Arizona,Sierra Vista Southeast,322,260,863,750,947
Arizona,Corona de Tucson,198,95,565,556,627
Arizona,Prescott Valley,447,535,1938,2072,1845
Arizona,Paulden,19,14,168,380,222
Arizona,Chino Valley,59,158,530,358,380
Arizona,Sedona,56,56,261,234,265
Arizona,San Simon,0,0,16,6,7
Arizona,Round Rock,19,4,35,68,50
Arizona,Chinle,82,211,591,545,587
Arizona,Burnside,11,19,31,39,77
Arizona,Kearny,32,54,142,143,185
Arizona,Chuichu,0,0,0,23,0
Arizona,Summit,68,94,320,271,360
Arizona,Picture Rocks,253,48,631,569,594
Arizona,Snowflake,129,115,492,614,513
Arizona,Drexel Heights,241,532,1842,2142,2539
Arizona,Quartzsite,0,0,157,60,0
Arizona,Mesquite Creek,3,0,5,4,7
Arizona,Gilbert,4899,4300,15534,17215,16899
Arizona,Bouse,0,8,16,41,21
Arizona,Mountainaire,0,0,90,91,0
Arizona,Pima,26,63,257,291,153
Arizona,Phoenix,19295,22877,96103,92835,94669
Arizona,Kachina Village,126,17,147,9,69
Arizona,Bitter Springs,10,4,39,7,57
Arizona,Flagstaff,952,574,2734,2859,2346
Arizona,Wickenburg,11,0,139,171,326
Arizona,Mesa,5651,6203,27914,25960,25741
Arizona,Glendale,2840,3473,13441,13569,14506
Arizona,El Mirage,502,620,2523,2706,2633
Arizona,Chandler,4007,3282,14118,15562,14756
Arizona,Wenden,0,0,0,9,18
Arizona,Bluewater,19,17,27,66,36
Arizona,Payson,52,60,423,438,727
Arizona,Claypool,39,51,52,33,18
Arizona,Cottonwood,181,185,546,401,210
Arizona,Cordes Lakes,15,16,55,71,67
Arizona,Seligman,0,0,54,0,43
Arizona,Willow Valley,5,6,23,0,13
Arizona,Page,116,115,353,720,892
Arizona,Fredonia,8,23,13,30,108
Arizona,Queen Creek,780,653,2882,3213,3012
Arizona,Peoria,2463,1962,9712,9078,8496
Arizona,Cave Creek,20,22,97,234,178
Arizona,Apache Junction,490,336,1689,1405,1696
Arizona,Globe,145,65,362,321,352
Arizona,New Kingman-Butler,50,151,557,604,705
Arizona,Kingman,595,114,1161,1684,1480
Arizona,Antares,0,0,6,3,0
Arizona,Houck,0,7,43,47,56
Arizona,Tucson Estates,170,33,468,551,197
Arizona,Rough Rock,4,10,38,32,45
Arizona,Ganado,16,14,128,91,98
Arizona,McNary,8,12,85,56,51
Arizona,Chilchinbito,4,15,73,66,96
Arizona,Amado,0,0,0,0,0
Arizona,Cameron,12,13,75,78,101
Arizona,Heber-Overgaard,18,47,130,90,124
Arizona,Kaibab,4,0,0,3,11
Arizona,Colorado City,166,149,1075,734,321
Arizona,Arizona Village,21,8,91,113,62
Arizona,Tumacacori-Carmen,0,0,14,15,0
Arizona,Yuma,1641,1268,5925,5404,5871
Arizona,Ash Fork,54,0,98,72,67
Arizona,Tanque Verde,104,67,525,704,812
Arizona,Eagar,142,164,367,343,312
Arizona,Pisinemo,0,6,32,24,47
Arizona,Whiteriver,81,55,437,346,262
Arizona,Catalina,176,108,473,313,450
Arizona,Green Valley,4,62,87,77,91
Arizona,Tucson,6387,6304,24966,25402,26986
Arizona,Valencia West,292,89,811,983,918
Arizona,Fortuna Foothills,245,349,1072,945,825
Arizona,Casa Grande,730,736,3366,3460,3271
Arizona,LeChee,26,21,108,110,93
Arizona,Dewey-Humboldt,29,24,164,230,152
Arizona,Maricopa,582,1167,2955,2929,2776
Arizona,Ali Chukson,12,0,0,10,11
Arizona,Ali Molina,0,0,0,0,11
Arizona,Alpine,3,0,3,3,0
Arizona,Springerville,45,33,118,134,101
Arizona,Dennehotso,0,0,43,67,40
Arizona,Tsaile,30,16,92,46,73
Arizona,St. David,0,0,34,149,104
Arizona,Three Points,0,42,262,107,155
Arizona,Second Mesa,65,23,118,111,80
Arizona,Hayden,0,1,14,11,41
Arizona,Arizona City,22,249,701,513,754
Arizona,Sonoita,0,0,18,34,57
Arizona,Nogales,217,407,1386,1354,1861
Arizona,Eloy,92,129,514,509,555
Arizona,Pirtleville,0,0,74,27,154
Arizona,Fort Defiance,33,82,212,344,359
Arizona,Morenci,60,44,130,131,63
Arizona,Duncan,10,11,27,36,34
Arizona,Superior,58,20,175,155,86
Arizona,Stanfield,31,0,26,26,55
Arizona,Dudleyville,0,13,37,37,57
Arizona,Blackwater,29,12,134,106,140
Arizona,Ak-Chin Village,39,36,78,76,83
Arizona,Casas Adobes,867,950,2670,2889,3212
Arizona,Winslow West,13,83,42,22,87
Arizona,South Tucson,70,89,399,300,416
Arizona,Pinon,7,10,67,50,58
Arizona,Pinetop-Lakeside,0,42,244,259,144
Arizona,Keams Canyon,15,0,11,0,0
Arizona,Jeddito,7,4,25,30,35
Arizona,Cibecue,14,58,318,227,127
Arizona,Spring Valley,3,17,58,61,58
Arizona,Prescott,311,166,1069,1661,1322
Arizona,Peeples Valley,0,0,16,5,18
Arizona,Clarkdale,105,67,41,70,75
Arizona,Bagdad,10,0,139,103,111
Arizona,Naco,3,5,75,36,59
Arizona,San Miguel,0,10,40,10,0
Arizona,Top-of-the-World,0,0,0,9,0
Arizona,Sanders,11,16,89,69,50
Arizona,Drysdale,27,15,4,22,30
Arizona,Dripping Springs,0,0,0,2,14
Arizona,Dragoon,0,0,0,0,0
Arizona,Donovan Estates,12,5,24,56,48
Arizona,Doney Park,41,64,269,398,518
Arizona,Del Muerto,0,0,0,39,0
Arizona,Deer Creek,0,0,0,0,0
Arizona,Dateland,0,10,13,46,47
Arizona,Cutter,0,0,0,0,0
Arizona,Star Valley,0,0,43,145,62
Arizona,Ali Chuk,13,10,12,0,12
Arizona,Ak Chin,0,0,0,0,0
Arizona,Aguila,19,0,84,80,98
Arizona,East Globe,0,0,11,21,0
Arizona,Rillito,0,0,0,0,0
Arizona,Rancho Mesa Verde,0,0,11,0,60
Arizona,Rainbow City,26,22,105,50,72
Arizona,Pinion Pines,0,0,0,0,0
Arizona,Pinetop Country Club,22,56,0,25,50
Arizona,Pine Lake,0,0,0,0,0
Arizona,Pinedale,0,0,0,20,46
Arizona,Pinal,0,0,29,50,0
Arizona,Pimaco Two,0,0,0,102,0
Arizona,Picacho,0,0,9,16,11
Arizona,Palominas,0,0,0,0,18
Arizona,Padre Ranchitos,24,0,18,18,14
Arizona,Oxbow Estates,0,9,23,0,14
Arizona,Orange Grove Mobile Manor,26,29,26,26,88
Arizona,Alamo Lake,0,0,0,0,0
Arizona,Oatman,0,0,0,0,0
Arizona,East Verde Estates,0,0,0,0,0
Arizona,Elephant Head,27,0,17,118,35
Arizona,Lake Havasu City,273,353,2180,1790,2183
Arizona,Jerome,0,0,11,14,8
Arizona,Mayer,23,18,18,46,149
Arizona,Tonalea,0,7,15,35,26
Arizona,Peridot,23,38,98,138,222
Arizona,Rio Verde,0,0,0,0,0
Arizona,Scottsdale,3520,2079,7521,9666,10445
Arizona,Sun City,30,0,103,133,155
Arizona,Youngtown,53,70,321,483,345
Arizona,Poston,9,0,16,23,31
Arizona,Salome,0,0,89,53,15
Arizona,Bullhead City,334,414,1339,1546,1495
Arizona,Golden Valley,20,14,178,280,331
Arizona,El Capitan,0,0,4,0,14
Arizona,San Carlos,92,99,470,317,261
Arizona,Avondale,894,1484,5461,4996,5496
Arizona,Tempe,2155,1367,5319,6180,6936
Arizona,Tolleson,57,124,593,452,369
Arizona,Parks,0,0,30,7,0
Arizona,Congress,21,21,99,45,41
Arizona,Wilhoit,6,6,12,29,19
Arizona,Fort Valley,74,0,0,18,313
Arizona,Fort Thomas,0,0,31,0,16
Arizona,Fort Mohave,71,322,628,604,334
Arizona,Fort Apache,0,0,18,17,16
Arizona,Flowing Springs,0,0,0,0,0
Arizona,El Prado Estates,0,0,14,36,31
Arizona,Elfrida,0,0,23,26,20
Arizona,Swift Trail Junction,21,17,108,175,97
Arizona,Oak Springs,0,0,10,7,10
Arizona,Nutrioso,0,0,0,0,0
Arizona,North Fork,27,0,69,120,122
Arizona,Moenkopi,11,33,71,96,23
Arizona,Sahuarita,286,348,2168,1844,1613
Arizona,Oro Valley,544,348,1509,1949,2489
Arizona,Winkelman,0,0,3,0,6
Arizona,Catalina Foothills,793,460,1640,2217,2363
Arizona,Shonto,13,5,44,30,29
Arizona,Holbrook,72,44,442,298,247
Arizona,Greasewood,4,10,40,32,29
Arizona,Taylor,2,20,270,275,256
Arizona,Gadsden,0,0,18,10,9
Arizona,Parker Strip,0,0,1,7,34
Arizona,East Fork,14,12,43,23,26
Arizona,Canyon Day,37,29,155,119,83
Arizona,Kaibito,14,38,118,116,127
Arizona,Williamson,4,0,98,191,145
Arizona,Guadalupe,34,66,422,464,355
Arizona,Goodyear,1146,858,3934,4513,4969
Arizona,St. Johns,9,32,139,355,397
Arizona,Red Mesa,11,5,12,10,28
Arizona,Litchfield Park,70,84,271,376,317
Arizona,Sun Lakes,0,0,0,0,8
Arizona,Sun City West,19,0,0,0,64
Arizona,New River,195,166,575,612,771
Arizona,Fountain Hills,149,283,488,631,762
Arizona,Gisela,7,5,21,27,10
Arizona,Tuba City,40,149,708,589,589
Arizona,Supai,0,0,0,0,0
Arizona,Williams,45,45,143,269,154
Arizona,Parker,16,27,202,106,183
Arizona,Grand Canyon Village,187,0,66,0,0
Arizona,Paradise Valley,197,171,657,708,776
Arizona,Carefree,0,49,0,48,59
Arizona,San Jose,0,1,66,83,56
Arizona,Nelson,0,16,86,52,13
